,term,term_d,rate
2014-06-10,0d,0.0,1.6967
2014-06-10,1m,0.08,2.9392
2014-06-10,2m,0.17,2.9092
2014-06-10,3m,0.25,2.9137
2014-06-10,6m,0.5,2.9824
2014-06-10,9m,0.75,3.0147
2014-06-10,1y,1.0,3.1489
2014-06-10,2y,2.0,3.5719
2014-06-10,3y,3.0,3.7341
2014-06-10,4y,4.0,3.8066
2014-06-10,5y,5.0,3.8452
2014-06-10,6y,6.0,3.8894
2014-06-10,7y,7.0,3.9605
2014-06-10,8y,8.0,3.9966
2014-06-10,9y,9.0,4.053999999999999
2014-06-10,10y,10.0,4.0614
2014-06-10,15y,15.0,4.2366
2014-06-10,20y,20.0,4.4286
2014-06-10,30y,30.0,4.5735
2014-06-10,40y,40.0,4.6711
2014-06-10,50y,50.0,4.7153
