,term,term_d,rate
2015-09-28,0d,0.0,1.4158
2015-09-28,1m,0.08,2.2907
2015-09-28,2m,0.17,2.1902
2015-09-28,3m,0.25,2.242
2015-09-28,6m,0.5,2.3294
2015-09-28,9m,0.75,2.3114
2015-09-28,1y,1.0,2.4032
2015-09-28,2y,2.0,2.7033
2015-09-28,3y,3.0,2.9605
2015-09-28,4y,4.0,3.0502
2015-09-28,5y,5.0,3.0929
2015-09-28,6y,6.0,3.2355
2015-09-28,7y,7.0,3.3048
2015-09-28,8y,8.0,3.3011
2015-09-28,9y,9.0,3.2948
2015-09-28,10y,10.0,3.2906
2015-09-28,15y,15.0,3.4729
2015-09-28,20y,20.0,3.7178
2015-09-28,30y,30.0,3.8574
2015-09-28,40y,40.0,3.9131
2015-09-28,50y,50.0,3.9589
