,term,term_d,rate
2013-03-08,0d,0.0,1.6227
2013-03-08,1m,0.08,2.2727
2013-03-08,2m,0.17,2.6857
2013-03-08,3m,0.25,2.6975
2013-03-08,6m,0.5,2.734
2013-03-08,9m,0.75,2.7405
2013-03-08,1y,1.0,2.7675
2013-03-08,2y,2.0,3.0559
2013-03-08,3y,3.0,3.1025
2013-03-08,4y,4.0,3.2661
2013-03-08,5y,5.0,3.2792
2013-03-08,6y,6.0,3.4425
2013-03-08,7y,7.0,3.4756
2013-03-08,8y,8.0,3.5189999999999997
2013-03-08,9y,9.0,3.5587
2013-03-08,10y,10.0,3.5816
2013-03-08,15y,15.0,3.8511
2013-03-08,20y,20.0,4.0922
2013-03-08,30y,30.0,4.1968
2013-03-08,40y,40.0,4.2779
2013-03-08,50y,50.0,4.3416
