,term,term_d,rate
2013-07-30,0d,0.0,2.9506
2013-07-30,1m,0.08,3.562
2013-07-30,2m,0.17,3.4926
2013-07-30,3m,0.25,3.4106
2013-07-30,6m,0.5,3.4239
2013-07-30,9m,0.75,3.4856
2013-07-30,1y,1.0,3.5
2013-07-30,2y,2.0,3.5529
2013-07-30,3y,3.0,3.5835
2013-07-30,4y,4.0,3.6324
2013-07-30,5y,5.0,3.6705
2013-07-30,6y,6.0,3.6846
2013-07-30,7y,7.0,3.6837
2013-07-30,8y,8.0,3.7164
2013-07-30,9y,9.0,3.7245
2013-07-30,10y,10.0,3.7227
2013-07-30,15y,15.0,3.8615
2013-07-30,20y,20.0,4.0478
2013-07-30,30y,30.0,4.1623
2013-07-30,40y,40.0,4.2409
2013-07-30,50y,50.0,4.2739
