,term,term_d,rate
2014-04-30,0d,0.0,1.6767
2014-04-30,1m,0.08,3.3275
2014-04-30,2m,0.17,3.0584
2014-04-30,3m,0.25,3.0979
2014-04-30,6m,0.5,3.3596
2014-04-30,9m,0.75,3.5803
2014-04-30,1y,1.0,3.5774
2014-04-30,2y,2.0,3.7239999999999998
2014-04-30,3y,3.0,3.9541
2014-04-30,4y,4.0,4.1351
2014-04-30,5y,5.0,4.0353
2014-04-30,6y,6.0,4.3621
2014-04-30,7y,7.0,4.2408
2014-04-30,8y,8.0,4.3304
2014-04-30,9y,9.0,4.3948
2014-04-30,10y,10.0,4.3002
2014-04-30,15y,15.0,4.5356
2014-04-30,20y,20.0,4.7476
2014-04-30,30y,30.0,4.8654
2014-04-30,40y,40.0,4.9505
2014-04-30,50y,50.0,5.002
