,term,term_d,rate
2011-06-17,0d,0.0,3.3166
2011-06-17,1m,0.08,3.3989999999999996
2011-06-17,2m,0.17,3.4814
2011-06-17,3m,0.25,3.534
2011-06-17,6m,0.5,3.5905
2011-06-17,9m,0.75,3.6902
2011-06-17,1y,1.0,3.6113
2011-06-17,2y,2.0,3.5487
2011-06-17,3y,3.0,3.5332
2011-06-17,4y,4.0,3.5809
2011-06-17,5y,5.0,3.6309
2011-06-17,6y,6.0,3.7486
2011-06-17,7y,7.0,3.8276
2011-06-17,8y,8.0,3.9015
2011-06-17,9y,9.0,3.965
2011-06-17,10y,10.0,3.9803
2011-06-17,15y,15.0,4.1224
2011-06-17,20y,20.0,4.2496
2011-06-17,30y,30.0,4.4005
2011-06-17,40y,40.0,4.4781
2011-06-17,50y,50.0,4.5526
