,term,term_d,rate
2015-06-05,0d,0.0,0.8303
2015-06-05,1m,0.08,1.8768
2015-06-05,2m,0.17,1.92
2015-06-05,3m,0.25,1.9409
2015-06-05,6m,0.5,1.9012
2015-06-05,9m,0.75,1.8742
2015-06-05,1y,1.0,1.8763
2015-06-05,2y,2.0,2.3931
2015-06-05,3y,3.0,2.8672
2015-06-05,4y,4.0,3.0854
2015-06-05,5y,5.0,3.2418
2015-06-05,6y,6.0,3.4266
2015-06-05,7y,7.0,3.5273
2015-06-05,8y,8.0,3.5618
2015-06-05,9y,9.0,3.5743
2015-06-05,10y,10.0,3.5814
2015-06-05,15y,15.0,3.7603
2015-06-05,20y,20.0,3.9273
2015-06-05,30y,30.0,3.9922
2015-06-05,40y,40.0,4.0645
2015-06-05,50y,50.0,4.1093
