,term,term_d,rate
2014-12-01,0d,0.0,2.2157
2014-12-01,1m,0.08,3.2185
2014-12-01,2m,0.17,3.1034
2014-12-01,3m,0.25,3.1095
2014-12-01,6m,0.5,3.0329
2014-12-01,9m,0.75,3.035
2014-12-01,1y,1.0,3.0243
2014-12-01,2y,2.0,3.1536
2014-12-01,3y,3.0,3.2689
2014-12-01,4y,4.0,3.3396
2014-12-01,5y,5.0,3.3946
2014-12-01,6y,6.0,3.4276
2014-12-01,7y,7.0,3.4497
2014-12-01,8y,8.0,3.4746
2014-12-01,9y,9.0,3.4939
2014-12-01,10y,10.0,3.5145
2014-12-01,15y,15.0,3.7321
2014-12-01,20y,20.0,3.9219999999999997
2014-12-01,30y,30.0,4.0123
2014-12-01,40y,40.0,4.0758
2014-12-01,50y,50.0,4.13
