,term,term_d,rate
2012-07-27,0d,0.0,1.5446
2012-07-27,1m,0.08,1.8237
2012-07-27,2m,0.17,2.0689
2012-07-27,3m,0.25,2.1358
2012-07-27,6m,0.5,2.2615
2012-07-27,9m,0.75,2.28
2012-07-27,1y,1.0,2.2977
2012-07-27,2y,2.0,2.3551
2012-07-27,3y,3.0,2.6046
2012-07-27,4y,4.0,2.6435
2012-07-27,5y,5.0,2.8333
2012-07-27,6y,6.0,2.9943
2012-07-27,7y,7.0,3.0757
2012-07-27,8y,8.0,3.2501
2012-07-27,9y,9.0,3.2719
2012-07-27,10y,10.0,3.2764
2012-07-27,15y,15.0,3.6098
2012-07-27,20y,20.0,3.8909
2012-07-27,30y,30.0,4.1151
2012-07-27,40y,40.0,4.1664
2012-07-27,50y,50.0,4.2327
