,term,term_d,rate
2013-01-16,0d,0.0,1.4257
2013-01-16,1m,0.08,2.2207
2013-01-16,2m,0.17,2.7003
2013-01-16,3m,0.25,2.6319
2013-01-16,6m,0.5,2.665
2013-01-16,9m,0.75,2.7775
2013-01-16,1y,1.0,2.8110000000000004
2013-01-16,2y,2.0,3.0535
2013-01-16,3y,3.0,3.0964
2013-01-16,4y,4.0,3.2206
2013-01-16,5y,5.0,3.2497
2013-01-16,6y,6.0,3.423
2013-01-16,7y,7.0,3.5035
2013-01-16,8y,8.0,3.5249
2013-01-16,9y,9.0,3.5624
2013-01-16,10y,10.0,3.6047
2013-01-16,15y,15.0,3.8677
2013-01-16,20y,20.0,4.1003
2013-01-16,30y,30.0,4.2054
2013-01-16,40y,40.0,4.2923
2013-01-16,50y,50.0,4.3569
