,term,term_d,rate
2014-01-22,0d,0.0,2.3967
2014-01-22,1m,0.08,4.861000000000001
2014-01-22,2m,0.17,4.0259
2014-01-22,3m,0.25,3.8176
2014-01-22,6m,0.5,3.7258
2014-01-22,9m,0.75,3.6035
2014-01-22,1y,1.0,3.73
2014-01-22,2y,2.0,3.9885
2014-01-22,3y,3.0,4.0635
2014-01-22,4y,4.0,4.3089
2014-01-22,5y,5.0,4.2856
2014-01-22,6y,6.0,4.5293
2014-01-22,7y,7.0,4.4783
2014-01-22,8y,8.0,4.5972
2014-01-22,9y,9.0,4.5974
2014-01-22,10y,10.0,4.5023
2014-01-22,15y,15.0,4.7226
2014-01-22,20y,20.0,4.9458
2014-01-22,30y,30.0,5.0478
2014-01-22,40y,40.0,5.1212
2014-01-22,50y,50.0,5.1761
