,term,term_d,rate
2012-01-30,0d,0.0,1.6292
2012-01-30,1m,0.08,2.4798
2012-01-30,2m,0.17,2.8664
2012-01-30,3m,0.25,2.8786
2012-01-30,6m,0.5,2.6824
2012-01-30,9m,0.75,2.7712
2012-01-30,1y,1.0,2.7757
2012-01-30,2y,2.0,2.8361
2012-01-30,3y,3.0,2.8858
2012-01-30,4y,4.0,2.9952
2012-01-30,5y,5.0,3.0561
2012-01-30,6y,6.0,3.2559
2012-01-30,7y,7.0,3.2892
2012-01-30,8y,8.0,3.3808
2012-01-30,9y,9.0,3.3963
2012-01-30,10y,10.0,3.4005
2012-01-30,15y,15.0,3.7028
2012-01-30,20y,20.0,3.9502
2012-01-30,30y,30.0,4.0615
2012-01-30,40y,40.0,4.1458
2012-01-30,50y,50.0,4.2351
