,term,term_d,rate
2012-09-27,0d,0.0,1.9439
2012-09-27,1m,0.08,2.4179
2012-09-27,2m,0.17,2.7085
2012-09-27,3m,0.25,2.7184
2012-09-27,6m,0.5,2.7422
2012-09-27,9m,0.75,2.7607
2012-09-27,1y,1.0,2.8121
2012-09-27,2y,2.0,2.908
2012-09-27,3y,3.0,3.0548
2012-09-27,4y,4.0,3.1343
2012-09-27,5y,5.0,3.1495
2012-09-27,6y,6.0,3.2708
2012-09-27,7y,7.0,3.3738
2012-09-27,8y,8.0,3.4024
2012-09-27,9y,9.0,3.4287
2012-09-27,10y,10.0,3.4525
2012-09-27,15y,15.0,3.7739999999999996
2012-09-27,20y,20.0,4.0399
2012-09-27,30y,30.0,4.1837
2012-09-27,40y,40.0,4.2408
2012-09-27,50y,50.0,4.2968
