,term,term_d,rate
2013-02-07,0d,0.0,2.8510000000000004
2013-02-07,1m,0.08,2.7341
2013-02-07,2m,0.17,2.6636
2013-02-07,3m,0.25,2.6842
2013-02-07,6m,0.5,2.7376
2013-02-07,9m,0.75,2.6477
2013-02-07,1y,1.0,2.7883
2013-02-07,2y,2.0,3.0423
2013-02-07,3y,3.0,3.0855
2013-02-07,4y,4.0,3.2044
2013-02-07,5y,5.0,3.2659
2013-02-07,6y,6.0,3.4351
2013-02-07,7y,7.0,3.471
2013-02-07,8y,8.0,3.5122
2013-02-07,9y,9.0,3.5525
2013-02-07,10y,10.0,3.5928
2013-02-07,15y,15.0,3.8589
2013-02-07,20y,20.0,4.1
2013-02-07,30y,30.0,4.2026
2013-02-07,40y,40.0,4.2895
2013-02-07,50y,50.0,4.3534
