,term,term_d,rate
2015-11-24,0d,0.0,1.5788
2015-11-24,1m,0.08,2.1912
2015-11-24,2m,0.17,2.4922
2015-11-24,3m,0.25,2.5307
2015-11-24,6m,0.5,2.5468
2015-11-24,9m,0.75,2.5496
2015-11-24,1y,1.0,2.5676
2015-11-24,2y,2.0,2.7094
2015-11-24,3y,3.0,2.8455
2015-11-24,4y,4.0,2.9139
2015-11-24,5y,5.0,2.9638
2015-11-24,6y,6.0,3.0793
2015-11-24,7y,7.0,3.1399
2015-11-24,8y,8.0,3.1329
2015-11-24,9y,9.0,3.1192
2015-11-24,10y,10.0,3.1077
2015-11-24,15y,15.0,3.4001
2015-11-24,20y,20.0,3.7228
2015-11-24,30y,30.0,3.8241
2015-11-24,40y,40.0,3.8494
2015-11-24,50y,50.0,3.8695
