,term,term_d,rate
2012-02-23,0d,0.0,3.0394
2012-02-23,1m,0.08,2.9959
2012-02-23,2m,0.17,2.9604
2012-02-23,3m,0.25,2.9611
2012-02-23,6m,0.5,2.8797
2012-02-23,9m,0.75,2.9339
2012-02-23,1y,1.0,2.9412
2012-02-23,2y,2.0,3.0039999999999996
2012-02-23,3y,3.0,3.0487
2012-02-23,4y,4.0,3.1210000000000004
2012-02-23,5y,5.0,3.1741
2012-02-23,6y,6.0,3.3761
2012-02-23,7y,7.0,3.4219
2012-02-23,8y,8.0,3.5008
2012-02-23,9y,9.0,3.5189
2012-02-23,10y,10.0,3.5254
2012-02-23,15y,15.0,3.7603
2012-02-23,20y,20.0,4.003
2012-02-23,30y,30.0,4.106
2012-02-23,40y,40.0,4.2087
2012-02-23,50y,50.0,4.303999999999999
