,term,term_d,rate
2012-12-24,0d,0.0,1.7047
2012-12-24,1m,0.08,2.5392
2012-12-24,2m,0.17,2.8309
2012-12-24,3m,0.25,2.8503
2012-12-24,6m,0.5,2.862
2012-12-24,9m,0.75,2.8708
2012-12-24,1y,1.0,2.9375
2012-12-24,2y,2.0,3.1477
2012-12-24,3y,3.0,3.1595
2012-12-24,4y,4.0,3.2082
2012-12-24,5y,5.0,3.2986
2012-12-24,6y,6.0,3.4115
2012-12-24,7y,7.0,3.4951
2012-12-24,8y,8.0,3.5235
2012-12-24,9y,9.0,3.5555
2012-12-24,10y,10.0,3.6009
2012-12-24,15y,15.0,3.8686
2012-12-24,20y,20.0,4.1034
2012-12-24,30y,30.0,4.203
2012-12-24,40y,40.0,4.2899
2012-12-24,50y,50.0,4.3545
