,term,term_d,rate
2012-06-13,0d,0.0,1.7318
2012-06-13,1m,0.08,1.9041
2012-06-13,2m,0.17,2.0486
2012-06-13,3m,0.25,2.0826
2012-06-13,6m,0.5,2.1115
2012-06-13,9m,0.75,2.1861
2012-06-13,1y,1.0,2.209
2012-06-13,2y,2.0,2.3865
2012-06-13,3y,3.0,2.5342
2012-06-13,4y,4.0,2.6822
2012-06-13,5y,5.0,2.9734
2012-06-13,6y,6.0,3.138
2012-06-13,7y,7.0,3.2117
2012-06-13,8y,8.0,3.3414
2012-06-13,9y,9.0,3.3806
2012-06-13,10y,10.0,3.3909
2012-06-13,15y,15.0,3.6721
2012-06-13,20y,20.0,3.9476
2012-06-13,30y,30.0,4.109
2012-06-13,40y,40.0,4.1709
2012-06-13,50y,50.0,4.2484
