,term,term_d,rate
2013-12-26,0d,0.0,2.7227
2013-12-26,1m,0.08,5.0547
2013-12-26,2m,0.17,4.7843
2013-12-26,3m,0.25,4.618
2013-12-26,6m,0.5,4.2511
2013-12-26,9m,0.75,4.0841
2013-12-26,1y,1.0,4.1546
2013-12-26,2y,2.0,4.369
2013-12-26,3y,3.0,4.3719
2013-12-26,4y,4.0,4.4837
2013-12-26,5y,5.0,4.4418
2013-12-26,6y,6.0,4.6369
2013-12-26,7y,7.0,4.566
2013-12-26,8y,8.0,4.6152
2013-12-26,9y,9.0,4.6152
2013-12-26,10y,10.0,4.5579
2013-12-26,15y,15.0,4.7945
2013-12-26,20y,20.0,5.0177
2013-12-26,30y,30.0,5.1196
2013-12-26,40y,40.0,5.2032
2013-12-26,50y,50.0,5.2581
