,term,term_d,rate
2012-03-21,0d,0.0,1.847
2012-03-21,1m,0.08,2.4602
2012-03-21,2m,0.17,2.833
2012-03-21,3m,0.25,2.8396
2012-03-21,6m,0.5,2.8316
2012-03-21,9m,0.75,2.8525
2012-03-21,1y,1.0,2.8775
2012-03-21,2y,2.0,2.969
2012-03-21,3y,3.0,2.9901
2012-03-21,4y,4.0,3.1345
2012-03-21,5y,5.0,3.2148
2012-03-21,6y,6.0,3.388
2012-03-21,7y,7.0,3.4473
2012-03-21,8y,8.0,3.5507
2012-03-21,9y,9.0,3.5581
2012-03-21,10y,10.0,3.5608
2012-03-21,15y,15.0,3.7809
2012-03-21,20y,20.0,4.0406
2012-03-21,30y,30.0,4.1542
2012-03-21,40y,40.0,4.2252
2012-03-21,50y,50.0,4.3234
