,term,term_d,rate
2015-04-23,0d,0.0,1.4977
2015-04-23,1m,0.08,2.3647
2015-04-23,2m,0.17,2.758
2015-04-23,3m,0.25,2.8199
2015-04-23,6m,0.5,2.9728
2015-04-23,9m,0.75,2.9659
2015-04-23,1y,1.0,2.9713
2015-04-23,2y,2.0,3.0931
2015-04-23,3y,3.0,3.2109
2015-04-23,4y,4.0,3.2646
2015-04-23,5y,5.0,3.2936
2015-04-23,6y,6.0,3.3754
2015-04-23,7y,7.0,3.4118
2015-04-23,8y,8.0,3.4139
2015-04-23,9y,9.0,3.4149
2015-04-23,10y,10.0,3.4151
2015-04-23,15y,15.0,3.6789
2015-04-23,20y,20.0,3.9213
2015-04-23,30y,30.0,4.0976
2015-04-23,40y,40.0,4.1538
2015-04-23,50y,50.0,4.2077
