,term,term_d,rate
2012-11-30,0d,0.0,1.7179
2012-11-30,1m,0.08,2.3415
2012-11-30,2m,0.17,2.8301
2012-11-30,3m,0.25,2.8617
2012-11-30,6m,0.5,2.8245
2012-11-30,9m,0.75,2.8321
2012-11-30,1y,1.0,2.8834
2012-11-30,2y,2.0,3.0274
2012-11-30,3y,3.0,3.0534
2012-11-30,4y,4.0,3.1633
2012-11-30,5y,5.0,3.2636
2012-11-30,6y,6.0,3.3633
2012-11-30,7y,7.0,3.4389999999999996
2012-11-30,8y,8.0,3.4751
2012-11-30,9y,9.0,3.5067
2012-11-30,10y,10.0,3.5332
2012-11-30,15y,15.0,3.8346
2012-11-30,20y,20.0,4.0917
2012-11-30,30y,30.0,4.1947
2012-11-30,40y,40.0,4.2802
2012-11-30,50y,50.0,4.3459
