,term,term_d,rate
2015-11-18,0d,0.0,1.5748
2015-11-18,1m,0.08,2.2664
2015-11-18,2m,0.17,2.4729
2015-11-18,3m,0.25,2.5222
2015-11-18,6m,0.5,2.5164
2015-11-18,9m,0.75,2.5793
2015-11-18,1y,1.0,2.5907
2015-11-18,2y,2.0,2.7156
2015-11-18,3y,3.0,2.8375
2015-11-18,4y,4.0,2.9295
2015-11-18,5y,5.0,3.0119
2015-11-18,6y,6.0,3.1135
2015-11-18,7y,7.0,3.1599
2015-11-18,8y,8.0,3.1557
2015-11-18,9y,9.0,3.1474
2015-11-18,10y,10.0,3.1402
2015-11-18,15y,15.0,3.4326
2015-11-18,20y,20.0,3.7553
2015-11-18,30y,30.0,3.8333
2015-11-18,40y,40.0,3.8849
2015-11-18,50y,50.0,3.9307
