,term,term_d,rate
2013-07-05,0d,0.0,2.4964
2013-07-05,1m,0.08,3.4312
2013-07-05,2m,0.17,3.4405
2013-07-05,3m,0.25,3.5337
2013-07-05,6m,0.5,3.3505
2013-07-05,9m,0.75,3.3428
2013-07-05,1y,1.0,3.3716
2013-07-05,2y,2.0,3.1476
2013-07-05,3y,3.0,3.0954
2013-07-05,4y,4.0,3.2689999999999997
2013-07-05,5y,5.0,3.2629
2013-07-05,6y,6.0,3.3954
2013-07-05,7y,7.0,3.3997
2013-07-05,8y,8.0,3.516
2013-07-05,9y,9.0,3.5239
2013-07-05,10y,10.0,3.5127
2013-07-05,15y,15.0,3.7497
2013-07-05,20y,20.0,3.9859
2013-07-05,30y,30.0,4.128
2013-07-05,40y,40.0,4.2066
2013-07-05,50y,50.0,4.2568
