,term,term_d,rate
2013-08-16,0d,0.0,2.4687
2013-08-16,1m,0.08,3.4677
2013-08-16,2m,0.17,3.4932
2013-08-16,3m,0.25,3.5366
2013-08-16,6m,0.5,3.6295
2013-08-16,9m,0.75,3.6076
2013-08-16,1y,1.0,3.6041
2013-08-16,2y,2.0,3.7464
2013-08-16,3y,3.0,3.7931
2013-08-16,4y,4.0,3.8679
2013-08-16,5y,5.0,3.8717
2013-08-16,6y,6.0,3.9336
2013-08-16,7y,7.0,3.9344
2013-08-16,8y,8.0,3.9298
2013-08-16,9y,9.0,3.9459
2013-08-16,10y,10.0,3.9401
2013-08-16,15y,15.0,4.0723
2013-08-16,20y,20.0,4.28
2013-08-16,30y,30.0,4.3056
2013-08-16,40y,40.0,4.3343
2013-08-16,50y,50.0,4.3599
