,term,term_d,rate
2012-07-26,0d,0.0,1.6047
2012-07-26,1m,0.08,1.8189
2012-07-26,2m,0.17,2.0331
2012-07-26,3m,0.25,2.151
2012-07-26,6m,0.5,2.2191
2012-07-26,9m,0.75,2.2599
2012-07-26,1y,1.0,2.278
2012-07-26,2y,2.0,2.3476
2012-07-26,3y,3.0,2.5780000000000003
2012-07-26,4y,4.0,2.6299
2012-07-26,5y,5.0,2.8127
2012-07-26,6y,6.0,2.9891
2012-07-26,7y,7.0,3.0715
2012-07-26,8y,8.0,3.2497
2012-07-26,9y,9.0,3.2718
2012-07-26,10y,10.0,3.2763
2012-07-26,15y,15.0,3.6097
2012-07-26,20y,20.0,3.8908
2012-07-26,30y,30.0,4.115
2012-07-26,40y,40.0,4.1663
2012-07-26,50y,50.0,4.2326
