,term,term_d,rate
2011-02-17,0d,0.0,1.6614
2011-02-17,1m,0.08,2.274
2011-02-17,2m,0.17,2.7288
2011-02-17,3m,0.25,2.8017
2011-02-17,6m,0.5,2.8966
2011-02-17,9m,0.75,3.005
2011-02-17,1y,1.0,3.065
2011-02-17,2y,2.0,3.2586
2011-02-17,3y,3.0,3.3894
2011-02-17,4y,4.0,3.5559
2011-02-17,5y,5.0,3.6252
2011-02-17,6y,6.0,3.8227
2011-02-17,7y,7.0,3.867
2011-02-17,8y,8.0,3.909
2011-02-17,9y,9.0,3.9749
2011-02-17,10y,10.0,4.0449
2011-02-17,15y,15.0,4.1767
2011-02-17,20y,20.0,4.2507
2011-02-17,30y,30.0,4.3455
2011-02-17,40y,40.0,4.3975
2011-02-17,50y,50.0,4.4631
