,term,term_d,rate
2012-07-09,0d,0.0,1.2883
2012-07-09,1m,0.08,1.6717
2012-07-09,2m,0.17,1.9622
2012-07-09,3m,0.25,2.0132
2012-07-09,6m,0.5,2.1476
2012-07-09,9m,0.75,2.1536
2012-07-09,1y,1.0,2.1979
2012-07-09,2y,2.0,2.2553
2012-07-09,3y,3.0,2.4749
2012-07-09,4y,4.0,2.5896
2012-07-09,5y,5.0,2.8256
2012-07-09,6y,6.0,3.0058
2012-07-09,7y,7.0,3.036
2012-07-09,8y,8.0,3.2398
2012-07-09,9y,9.0,3.266
2012-07-09,10y,10.0,3.2709
2012-07-09,15y,15.0,3.6103
2012-07-09,20y,20.0,3.8939999999999997
2012-07-09,30y,30.0,4.0849
2012-07-09,40y,40.0,4.1532
2012-07-09,50y,50.0,4.229
