,term,term_d,rate
2014-10-16,0d,0.0,2.1707
2014-10-16,1m,0.08,3.4536
2014-10-16,2m,0.17,3.4606
2014-10-16,3m,0.25,3.5859
2014-10-16,6m,0.5,3.6002
2014-10-16,9m,0.75,3.5405
2014-10-16,1y,1.0,3.5672
2014-10-16,2y,2.0,3.6109
2014-10-16,3y,3.0,3.6111
2014-10-16,4y,4.0,3.6588
2014-10-16,5y,5.0,3.6903
2014-10-16,6y,6.0,3.7230000000000003
2014-10-16,7y,7.0,3.7955
2014-10-16,8y,8.0,3.803
2014-10-16,9y,9.0,3.81
2014-10-16,10y,10.0,3.8116
2014-10-16,15y,15.0,4.0298
2014-10-16,20y,20.0,4.2197
2014-10-16,30y,30.0,4.4614
2014-10-16,40y,40.0,4.5933
2014-10-16,50y,50.0,4.6475
