,term,term_d,rate
2014-06-20,0d,0.0,1.8857
2014-06-20,1m,0.08,3.5453
2014-06-20,2m,0.17,3.2078
2014-06-20,3m,0.25,3.2113
2014-06-20,6m,0.5,3.2135
2014-06-20,9m,0.75,3.218
2014-06-20,1y,1.0,3.4039
2014-06-20,2y,2.0,3.6209
2014-06-20,3y,3.0,3.7264
2014-06-20,4y,4.0,3.8009
2014-06-20,5y,5.0,3.8364
2014-06-20,6y,6.0,3.8847
2014-06-20,7y,7.0,3.9599
2014-06-20,8y,8.0,4.0025
2014-06-20,9y,9.0,4.0456
2014-06-20,10y,10.0,4.0515
2014-06-20,15y,15.0,4.2284
2014-06-20,20y,20.0,4.4204
2014-06-20,30y,30.0,4.5653
2014-06-20,40y,40.0,4.6629
2014-06-20,50y,50.0,4.7071
