,term,term_d,rate
2014-02-26,0d,0.0,0.5607
2014-02-26,1m,0.08,3.2475
2014-02-26,2m,0.17,3.1310000000000002
2014-02-26,3m,0.25,3.1567
2014-02-26,6m,0.5,3.2260000000000004
2014-02-26,9m,0.75,3.1894
2014-02-26,1y,1.0,3.2764
2014-02-26,2y,2.0,3.535
2014-02-26,3y,3.0,3.7798
2014-02-26,4y,4.0,4.1421
2014-02-26,5y,5.0,4.1458
2014-02-26,6y,6.0,4.3999
2014-02-26,7y,7.0,4.317
2014-02-26,8y,8.0,4.4429
2014-02-26,9y,9.0,4.4497
2014-02-26,10y,10.0,4.4496
2014-02-26,15y,15.0,4.6796
2014-02-26,20y,20.0,4.9128
2014-02-26,30y,30.0,5.0177
2014-02-26,40y,40.0,5.0858
2014-02-26,50y,50.0,5.1507
