,term,term_d,rate
2012-08-02,0d,0.0,1.4821
2012-08-02,1m,0.08,1.9140000000000001
2012-08-02,2m,0.17,2.1968
2012-08-02,3m,0.25,2.2166
2012-08-02,6m,0.5,2.3011
2012-08-02,9m,0.75,2.3121
2012-08-02,1y,1.0,2.3306
2012-08-02,2y,2.0,2.3588
2012-08-02,3y,3.0,2.6212
2012-08-02,4y,4.0,2.6532
2012-08-02,5y,5.0,2.8548
2012-08-02,6y,6.0,3.0319
2012-08-02,7y,7.0,3.1041
2012-08-02,8y,8.0,3.2454
2012-08-02,9y,9.0,3.2776
2012-08-02,10y,10.0,3.2861
2012-08-02,15y,15.0,3.6143
2012-08-02,20y,20.0,3.8954
2012-08-02,30y,30.0,4.1196
2012-08-02,40y,40.0,4.1681
2012-08-02,50y,50.0,4.2316
