,term,term_d,rate
2013-08-28,0d,0.0,2.3577
2013-08-28,1m,0.08,3.6462
2013-08-28,2m,0.17,3.6271
2013-08-28,3m,0.25,3.5866
2013-08-28,6m,0.5,3.5959
2013-08-28,9m,0.75,3.5871
2013-08-28,1y,1.0,3.6235
2013-08-28,2y,2.0,3.7932
2013-08-28,3y,3.0,3.8468
2013-08-28,4y,4.0,3.8894
2013-08-28,5y,5.0,3.8964
2013-08-28,6y,6.0,3.9783
2013-08-28,7y,7.0,3.9961
2013-08-28,8y,8.0,3.9993
2013-08-28,9y,9.0,4.0298
2013-08-28,10y,10.0,4.0222
2013-08-28,15y,15.0,4.1195
2013-08-28,20y,20.0,4.3166
2013-08-28,30y,30.0,4.3485
2013-08-28,40y,40.0,4.3723
2013-08-28,50y,50.0,4.3912
