,term,term_d,rate
2012-06-08,0d,0.0,1.6413
2012-06-08,1m,0.08,1.8396
2012-06-08,2m,0.17,2.0378
2012-06-08,3m,0.25,2.1205
2012-06-08,6m,0.5,2.1264
2012-06-08,9m,0.75,2.134
2012-06-08,1y,1.0,2.1587
2012-06-08,2y,2.0,2.3194
2012-06-08,3y,3.0,2.3929
2012-06-08,4y,4.0,2.6011
2012-06-08,5y,5.0,2.838
2012-06-08,6y,6.0,3.0547
2012-06-08,7y,7.0,3.1458
2012-06-08,8y,8.0,3.2989
2012-06-08,9y,9.0,3.3087
2012-06-08,10y,10.0,3.3101
2012-06-08,15y,15.0,3.6408
2012-06-08,20y,20.0,3.9162
2012-06-08,30y,30.0,4.0776
2012-06-08,40y,40.0,4.1396
2012-06-08,50y,50.0,4.217
