,term,term_d,rate
2014-08-13,0d,0.0,2.2887
2014-08-13,1m,0.08,3.4441
2014-08-13,2m,0.17,3.4727
2014-08-13,3m,0.25,3.5011
2014-08-13,6m,0.5,3.7637
2014-08-13,9m,0.75,3.7671
2014-08-13,1y,1.0,3.7924
2014-08-13,2y,2.0,3.8887
2014-08-13,3y,3.0,3.9336
2014-08-13,4y,4.0,3.9456
2014-08-13,5y,5.0,3.9655
2014-08-13,6y,6.0,4.0635
2014-08-13,7y,7.0,4.1899
2014-08-13,8y,8.0,4.2331
2014-08-13,9y,9.0,4.2547
2014-08-13,10y,10.0,4.255
2014-08-13,15y,15.0,4.4371
2014-08-13,20y,20.0,4.6187
2014-08-13,30y,30.0,4.7705
2014-08-13,40y,40.0,4.8507
2014-08-13,50y,50.0,4.8949
