,term,term_d,rate
2014-05-22,0d,0.0,1.5867
2014-05-22,1m,0.08,3.0475
2014-05-22,2m,0.17,2.9882
2014-05-22,3m,0.25,3.0937
2014-05-22,6m,0.5,3.1913
2014-05-22,9m,0.75,3.4697
2014-05-22,1y,1.0,3.4682
2014-05-22,2y,2.0,3.7133
2014-05-22,3y,3.0,3.9419
2014-05-22,4y,4.0,4.0032
2014-05-22,5y,5.0,4.0212
2014-05-22,6y,6.0,4.0575
2014-05-22,7y,7.0,4.1058
2014-05-22,8y,8.0,4.1246
2014-05-22,9y,9.0,4.1652
2014-05-22,10y,10.0,4.177
2014-05-22,15y,15.0,4.4018
2014-05-22,20y,20.0,4.6138
2014-05-22,30y,30.0,4.7296
2014-05-22,40y,40.0,4.8167
2014-05-22,50y,50.0,4.8684
