,term,term_d,rate
2011-08-16,0d,0.0,2.0834
2011-08-16,1m,0.08,2.5625
2011-08-16,2m,0.17,3.0375
2011-08-16,3m,0.25,3.2142
2011-08-16,6m,0.5,3.4524
2011-08-16,9m,0.75,3.5547
2011-08-16,1y,1.0,3.6218
2011-08-16,2y,2.0,3.6312
2011-08-16,3y,3.0,3.6459
2011-08-16,4y,4.0,3.7406
2011-08-16,5y,5.0,3.8355
2011-08-16,6y,6.0,3.8748
2011-08-16,7y,7.0,3.9008
2011-08-16,8y,8.0,3.9336
2011-08-16,9y,9.0,3.9498
2011-08-16,10y,10.0,3.9492
2011-08-16,15y,15.0,4.1873
2011-08-16,20y,20.0,4.4099
2011-08-16,30y,30.0,4.5112
2011-08-16,40y,40.0,4.6228
2011-08-16,50y,50.0,4.6982
