,term,term_d,rate
2013-10-10,0d,0.0,2.4876
2013-10-10,1m,0.08,3.8558
2013-10-10,2m,0.17,3.7567
2013-10-10,3m,0.25,3.5177
2013-10-10,6m,0.5,3.4009
2013-10-10,9m,0.75,3.4546
2013-10-10,1y,1.0,3.5627
2013-10-10,2y,2.0,3.7207
2013-10-10,3y,3.0,3.7945
2013-10-10,4y,4.0,3.8348
2013-10-10,5y,5.0,3.8838
2013-10-10,6y,6.0,4.0012
2013-10-10,7y,7.0,4.0054
2013-10-10,8y,8.0,4.011
2013-10-10,9y,9.0,4.0197
2013-10-10,10y,10.0,4.0166
2013-10-10,15y,15.0,4.2767
2013-10-10,20y,20.0,4.4805
2013-10-10,30y,30.0,4.6999
2013-10-10,40y,40.0,4.7429
2013-10-10,50y,50.0,4.7578
