,term,term_d,rate
2014-07-25,0d,0.0,2.4947
2014-07-25,1m,0.08,3.4103
2014-07-25,2m,0.17,3.4679
2014-07-25,3m,0.25,3.495
2014-07-25,6m,0.5,3.6098
2014-07-25,9m,0.75,3.6353
2014-07-25,1y,1.0,3.7238
2014-07-25,2y,2.0,3.8722
2014-07-25,3y,3.0,3.8954
2014-07-25,4y,4.0,3.9619
2014-07-25,5y,5.0,4.0202
2014-07-25,6y,6.0,4.0851
2014-07-25,7y,7.0,4.1929
2014-07-25,8y,8.0,4.2337
2014-07-25,9y,9.0,4.258
2014-07-25,10y,10.0,4.2711
2014-07-25,15y,15.0,4.4543
2014-07-25,20y,20.0,4.6363
2014-07-25,30y,30.0,4.7562
2014-07-25,40y,40.0,4.8538
2014-07-25,50y,50.0,4.898
