,term,term_d,rate
2012-10-24,0d,0.0,1.9580000000000002
2012-10-24,1m,0.08,2.3522
2012-10-24,2m,0.17,2.7464
2012-10-24,3m,0.25,2.9074
2012-10-24,6m,0.5,2.8205
2012-10-24,9m,0.75,2.8233
2012-10-24,1y,1.0,2.9421
2012-10-24,2y,2.0,2.9885
2012-10-24,3y,3.0,3.0839999999999996
2012-10-24,4y,4.0,3.2066
2012-10-24,5y,5.0,3.2257
2012-10-24,6y,6.0,3.3607
2012-10-24,7y,7.0,3.4783
2012-10-24,8y,8.0,3.4939999999999998
2012-10-24,9y,9.0,3.5129
2012-10-24,10y,10.0,3.5478
2012-10-24,15y,15.0,3.8425
2012-10-24,20y,20.0,4.1178
2012-10-24,30y,30.0,4.2065
2012-10-24,40y,40.0,4.2766
2012-10-24,50y,50.0,4.3189
