,term,term_d,rate
2011-10-10,0d,0.0,2.6077
2011-10-10,1m,0.08,2.8969
2011-10-10,2m,0.17,3.1860000000000004
2011-10-10,3m,0.25,3.3458
2011-10-10,6m,0.5,3.4261
2011-10-10,9m,0.75,3.4551
2011-10-10,1y,1.0,3.4522
2011-10-10,2y,2.0,3.5266
2011-10-10,3y,3.0,3.5488
2011-10-10,4y,4.0,3.5673
2011-10-10,5y,5.0,3.5775
2011-10-10,6y,6.0,3.6486
2011-10-10,7y,7.0,3.7034
2011-10-10,8y,8.0,3.7652
2011-10-10,9y,9.0,3.7695
2011-10-10,10y,10.0,3.7706
2011-10-10,15y,15.0,4.1111
2011-10-10,20y,20.0,4.2857
2011-10-10,30y,30.0,4.3808
2011-10-10,40y,40.0,4.4559
2011-10-10,50y,50.0,4.5476
