,term,term_d,rate
2012-02-27,0d,0.0,2.0623
2012-02-27,1m,0.08,2.5786
2012-02-27,2m,0.17,2.9673
2012-02-27,3m,0.25,2.9682
2012-02-27,6m,0.5,2.9247
2012-02-27,9m,0.75,2.9297
2012-02-27,1y,1.0,2.9371
2012-02-27,2y,2.0,3.0021
2012-02-27,3y,3.0,3.0634
2012-02-27,4y,4.0,3.1388
2012-02-27,5y,5.0,3.2072
2012-02-27,6y,6.0,3.4036
2012-02-27,7y,7.0,3.4494
2012-02-27,8y,8.0,3.5391
2012-02-27,9y,9.0,3.5494
2012-02-27,10y,10.0,3.5501
2012-02-27,15y,15.0,3.7819
2012-02-27,20y,20.0,4.0247
2012-02-27,30y,30.0,4.1277
2012-02-27,40y,40.0,4.2303
2012-02-27,50y,50.0,4.329
