,term,term_d,rate
2014-06-13,0d,0.0,1.7267
2014-06-13,1m,0.08,2.9352
2014-06-13,2m,0.17,2.8892
2014-06-13,3m,0.25,2.9136
2014-06-13,6m,0.5,3.0458
2014-06-13,9m,0.75,3.0989
2014-06-13,1y,1.0,3.3489
2014-06-13,2y,2.0,3.6036
2014-06-13,3y,3.0,3.7475
2014-06-13,4y,4.0,3.8174
2014-06-13,5y,5.0,3.867
2014-06-13,6y,6.0,3.9104
2014-06-13,7y,7.0,3.9862
2014-06-13,8y,8.0,4.0285
2014-06-13,9y,9.0,4.0766
2014-06-13,10y,10.0,4.084
2014-06-13,15y,15.0,4.2566
2014-06-13,20y,20.0,4.4486
2014-06-13,30y,30.0,4.5935
2014-06-13,40y,40.0,4.6911
2014-06-13,50y,50.0,4.7353
