,term,term_d,rate
2011-10-28,0d,0.0,3.4435
2011-10-28,1m,0.08,3.2487
2011-10-28,2m,0.17,3.1318
2011-10-28,3m,0.25,3.1333
2011-10-28,6m,0.5,3.1389
2011-10-28,9m,0.75,3.1688
2011-10-28,1y,1.0,3.1898
2011-10-28,2y,2.0,3.45
2011-10-28,3y,3.0,3.51
2011-10-28,4y,4.0,3.5886
2011-10-28,5y,5.0,3.6306
2011-10-28,6y,6.0,3.695
2011-10-28,7y,7.0,3.7315
2011-10-28,8y,8.0,3.78
2011-10-28,9y,9.0,3.7855
2011-10-28,10y,10.0,3.787
2011-10-28,15y,15.0,4.0263
2011-10-28,20y,20.0,4.1524
2011-10-28,30y,30.0,4.2462
2011-10-28,40y,40.0,4.3528
2011-10-28,50y,50.0,4.4464
