,term,term_d,rate
2014-07-02,0d,0.0,2.1467
2014-07-02,1m,0.08,3.2713
2014-07-02,2m,0.17,3.2153
2014-07-02,3m,0.25,3.1816
2014-07-02,6m,0.5,3.2071
2014-07-02,9m,0.75,3.2496
2014-07-02,1y,1.0,3.4561
2014-07-02,2y,2.0,3.6755
2014-07-02,3y,3.0,3.8562
2014-07-02,4y,4.0,3.8986
2014-07-02,5y,5.0,3.903
2014-07-02,6y,6.0,3.9615
2014-07-02,7y,7.0,4.0777
2014-07-02,8y,8.0,4.099
2014-07-02,9y,9.0,4.1191
2014-07-02,10y,10.0,4.1212
2014-07-02,15y,15.0,4.3142
2014-07-02,20y,20.0,4.4962
2014-07-02,30y,30.0,4.6411
2014-07-02,40y,40.0,4.7387
2014-07-02,50y,50.0,4.7829
