,term,term_d,rate
2014-09-01,0d,0.0,2.4327
2014-09-01,1m,0.08,3.3231
2014-09-01,2m,0.17,3.4593
2014-09-01,3m,0.25,3.4881
2014-09-01,6m,0.5,3.8291
2014-09-01,9m,0.75,3.7653
2014-09-01,1y,1.0,3.8041
2014-09-01,2y,2.0,3.9142
2014-09-01,3y,3.0,3.9533
2014-09-01,4y,4.0,3.9579
2014-09-01,5y,5.0,3.9725
2014-09-01,6y,6.0,4.0584
2014-09-01,7y,7.0,4.1656
2014-09-01,8y,8.0,4.2152
2014-09-01,9y,9.0,4.2399
2014-09-01,10y,10.0,4.2405
2014-09-01,15y,15.0,4.4253
2014-09-01,20y,20.0,4.6138
2014-09-01,30y,30.0,4.7652
2014-09-01,40y,40.0,4.8463
2014-09-01,50y,50.0,4.8905
