,term,term_d,rate
2014-11-13,0d,0.0,2.0427
2014-11-13,1m,0.08,3.096
2014-11-13,2m,0.17,3.1086
2014-11-13,3m,0.25,3.137
2014-11-13,6m,0.5,3.1693
2014-11-13,9m,0.75,3.2062
2014-11-13,1y,1.0,3.1517
2014-11-13,2y,2.0,3.2143
2014-11-13,3y,3.0,3.2739999999999996
2014-11-13,4y,4.0,3.3459
2014-11-13,5y,5.0,3.4229
2014-11-13,6y,6.0,3.4819
2014-11-13,7y,7.0,3.5328
2014-11-13,8y,8.0,3.5652
2014-11-13,9y,9.0,3.5762
2014-11-13,10y,10.0,3.5924
2014-11-13,15y,15.0,3.8111
2014-11-13,20y,20.0,4.001
2014-11-13,30y,30.0,4.0913
2014-11-13,40y,40.0,4.1642
2014-11-13,50y,50.0,4.2184
