,term,term_d,rate
2011-03-14,0d,0.0,1.1622
2011-03-14,1m,0.08,1.7495
2011-03-14,2m,0.17,2.2987
2011-03-14,3m,0.25,2.47
2011-03-14,6m,0.5,2.6787
2011-03-14,9m,0.75,2.7769
2011-03-14,1y,1.0,2.8977
2011-03-14,2y,2.0,3.1757
2011-03-14,3y,3.0,3.2771
2011-03-14,4y,4.0,3.4
2011-03-14,5y,5.0,3.5525
2011-03-14,6y,6.0,3.7203
2011-03-14,7y,7.0,3.7468
2011-03-14,8y,8.0,3.8061
2011-03-14,9y,9.0,3.8571
2011-03-14,10y,10.0,3.9074
2011-03-14,15y,15.0,4.0705
2011-03-14,20y,20.0,4.1786
2011-03-14,30y,30.0,4.293
2011-03-14,40y,40.0,4.3699
2011-03-14,50y,50.0,4.4354
