,term,term_d,rate
2012-06-21,0d,0.0,2.5347
2012-06-21,1m,0.08,2.2518
2012-06-21,2m,0.17,2.0822
2012-06-21,3m,0.25,2.0823
2012-06-21,6m,0.5,2.0846
2012-06-21,9m,0.75,2.3144
2012-06-21,1y,1.0,2.3655
2012-06-21,2y,2.0,2.4338
2012-06-21,3y,3.0,2.6241
2012-06-21,4y,4.0,2.7666
2012-06-21,5y,5.0,3.0301
2012-06-21,6y,6.0,3.1412
2012-06-21,7y,7.0,3.2015
2012-06-21,8y,8.0,3.3898
2012-06-21,9y,9.0,3.3988
2012-06-21,10y,10.0,3.4001
2012-06-21,15y,15.0,3.6732
2012-06-21,20y,20.0,3.9486
2012-06-21,30y,30.0,4.11
2012-06-21,40y,40.0,4.172
2012-06-21,50y,50.0,4.2497
