,term,term_d,rate
2015-10-09,0d,0.0,1.5618
2015-10-09,1m,0.08,2.2577
2015-10-09,2m,0.17,2.1961
2015-10-09,3m,0.25,2.2259
2015-10-09,6m,0.5,2.2916
2015-10-09,9m,0.75,2.3241
2015-10-09,1y,1.0,2.4091
2015-10-09,2y,2.0,2.6396
2015-10-09,3y,3.0,2.8535
2015-10-09,4y,4.0,2.9421
2015-10-09,5y,5.0,2.9739
2015-10-09,6y,6.0,3.113
2015-10-09,7y,7.0,3.1794
2015-10-09,8y,8.0,3.1712
2015-10-09,9y,9.0,3.1574
2015-10-09,10y,10.0,3.1486
2015-10-09,15y,15.0,3.4096
2015-10-09,20y,20.0,3.6860000000000004
2015-10-09,30y,30.0,3.8256
2015-10-09,40y,40.0,3.8813
2015-10-09,50y,50.0,3.9271
