,term,term_d,rate
2013-03-01,0d,0.0,3.2906
2013-03-01,1m,0.08,2.9304
2013-03-01,2m,0.17,2.7028
2013-03-01,3m,0.25,2.6962
2013-03-01,6m,0.5,2.734
2013-03-01,9m,0.75,2.7479
2013-03-01,1y,1.0,2.7727
2013-03-01,2y,2.0,3.0641
2013-03-01,3y,3.0,3.1136
2013-03-01,4y,4.0,3.2910000000000004
2013-03-01,5y,5.0,3.3048
2013-03-01,6y,6.0,3.4484
2013-03-01,7y,7.0,3.4744
2013-03-01,8y,8.0,3.5135
2013-03-01,9y,9.0,3.5507
2013-03-01,10y,10.0,3.5878
2013-03-01,15y,15.0,3.8539999999999996
2013-03-01,20y,20.0,4.0951
2013-03-01,30y,30.0,4.1982
2013-03-01,40y,40.0,4.2793
2013-03-01,50y,50.0,4.3424
