,term,term_d,rate
2012-08-28,0d,0.0,1.6448
2012-08-28,1m,0.08,2.2086
2012-08-28,2m,0.17,2.5487
2012-08-28,3m,0.25,2.5469
2012-08-28,6m,0.5,2.5643
2012-08-28,9m,0.75,2.6531
2012-08-28,1y,1.0,2.6863
2012-08-28,2y,2.0,2.818
2012-08-28,3y,3.0,2.9594
2012-08-28,4y,4.0,3.0265
2012-08-28,5y,5.0,3.0816
2012-08-28,6y,6.0,3.1644
2012-08-28,7y,7.0,3.2348
2012-08-28,8y,8.0,3.3243
2012-08-28,9y,9.0,3.3527
2012-08-28,10y,10.0,3.3634
2012-08-28,15y,15.0,3.6541
2012-08-28,20y,20.0,3.9297
2012-08-28,30y,30.0,4.158
2012-08-28,40y,40.0,4.1874
2012-08-28,50y,50.0,4.2509
