,term,term_d,rate
2013-11-07,0d,0.0,2.6897
2013-11-07,1m,0.08,3.7885
2013-11-07,2m,0.17,3.8228
2013-11-07,3m,0.25,3.8151
2013-11-07,6m,0.5,3.8945
2013-11-07,9m,0.75,3.9892
2013-11-07,1y,1.0,4.0118
2013-11-07,2y,2.0,4.1412
2013-11-07,3y,3.0,4.1617
2013-11-07,4y,4.0,4.1976
2013-11-07,5y,5.0,4.1994
2013-11-07,6y,6.0,4.2914
2013-11-07,7y,7.0,4.2783
2013-11-07,8y,8.0,4.2572
2013-11-07,9y,9.0,4.2739
2013-11-07,10y,10.0,4.2945
2013-11-07,15y,15.0,4.4893
2013-11-07,20y,20.0,4.6775
2013-11-07,30y,30.0,4.8007
2013-11-07,40y,40.0,4.8519
2013-11-07,50y,50.0,4.9168
