,term,term_d,rate
2011-06-23,0d,0.0,5.1791
2011-06-23,1m,0.08,4.2483
2011-06-23,2m,0.17,3.6625
2011-06-23,3m,0.25,3.6398
2011-06-23,6m,0.5,3.6239999999999997
2011-06-23,9m,0.75,3.6181
2011-06-23,1y,1.0,3.6168
2011-06-23,2y,2.0,3.6093
2011-06-23,3y,3.0,3.51
2011-06-23,4y,4.0,3.5581
2011-06-23,5y,5.0,3.6172
2011-06-23,6y,6.0,3.7078
2011-06-23,7y,7.0,3.8117
2011-06-23,8y,8.0,3.892
2011-06-23,9y,9.0,3.9538
2011-06-23,10y,10.0,3.9691
2011-06-23,15y,15.0,4.1576
2011-06-23,20y,20.0,4.3298
2011-06-23,30y,30.0,4.5058
2011-06-23,40y,40.0,4.5583
2011-06-23,50y,50.0,4.6178
