,term,term_d,rate
2013-12-06,0d,0.0,2.8597
2013-12-06,1m,0.08,4.492
2013-12-06,2m,0.17,4.4193
2013-12-06,3m,0.25,4.5457
2013-12-06,6m,0.5,4.167
2013-12-06,9m,0.75,4.1624
2013-12-06,1y,1.0,4.0364
2013-12-06,2y,2.0,4.3363
2013-12-06,3y,3.0,4.3777
2013-12-06,4y,4.0,4.4615
2013-12-06,5y,5.0,4.3868
2013-12-06,6y,6.0,4.5526
2013-12-06,7y,7.0,4.4993
2013-12-06,8y,8.0,4.4992
2013-12-06,9y,9.0,4.5371
2013-12-06,10y,10.0,4.5162
2013-12-06,15y,15.0,4.7532
2013-12-06,20y,20.0,4.9764
2013-12-06,30y,30.0,5.0533
2013-12-06,40y,40.0,5.1619
2013-12-06,50y,50.0,5.2168
