,term,term_d,rate
2013-09-25,0d,0.0,2.5066
2013-09-25,1m,0.08,4.2488
2013-09-25,2m,0.17,3.8434
2013-09-25,3m,0.25,3.7034
2013-09-25,6m,0.5,3.4425
2013-09-25,9m,0.75,3.5155
2013-09-25,1y,1.0,3.6
2013-09-25,2y,2.0,3.7943
2013-09-25,3y,3.0,3.8226
2013-09-25,4y,4.0,3.889
2013-09-25,5y,5.0,3.9047
2013-09-25,6y,6.0,4.0097
2013-09-25,7y,7.0,4.0114
2013-09-25,8y,8.0,4.0338
2013-09-25,9y,9.0,4.0348
2013-09-25,10y,10.0,4.0202
2013-09-25,15y,15.0,4.2918
2013-09-25,20y,20.0,4.5056
2013-09-25,30y,30.0,4.7001
2013-09-25,40y,40.0,4.7179
2013-09-25,50y,50.0,4.7328
