,term,term_d,rate
2013-08-07,0d,0.0,2.3602
2013-08-07,1m,0.08,3.5025
2013-08-07,2m,0.17,3.4343
2013-08-07,3m,0.25,3.3838
2013-08-07,6m,0.5,3.3911
2013-08-07,9m,0.75,3.4142
2013-08-07,1y,1.0,3.4069
2013-08-07,2y,2.0,3.5091
2013-08-07,3y,3.0,3.5524
2013-08-07,4y,4.0,3.6576
2013-08-07,5y,5.0,3.6841
2013-08-07,6y,6.0,3.7217
2013-08-07,7y,7.0,3.7119
2013-08-07,8y,8.0,3.7339
2013-08-07,9y,9.0,3.7696
2013-08-07,10y,10.0,3.7703
2013-08-07,15y,15.0,3.8812
2013-08-07,20y,20.0,4.0577
2013-08-07,30y,30.0,4.1676
2013-08-07,40y,40.0,4.2463
2013-08-07,50y,50.0,4.2766
