,term,term_d,rate
2011-07-12,0d,0.0,1.9297
2011-07-12,1m,0.08,2.6368
2011-07-12,2m,0.17,3.1060000000000003
2011-07-12,3m,0.25,3.1701
2011-07-12,6m,0.5,3.2163
2011-07-12,9m,0.75,3.3313
2011-07-12,1y,1.0,3.4123
2011-07-12,2y,2.0,3.4481
2011-07-12,3y,3.0,3.4619999999999997
2011-07-12,4y,4.0,3.5127
2011-07-12,5y,5.0,3.5648
2011-07-12,6y,6.0,3.6609
2011-07-12,7y,7.0,3.7471
2011-07-12,8y,8.0,3.8248
2011-07-12,9y,9.0,3.8677
2011-07-12,10y,10.0,3.8899
2011-07-12,15y,15.0,4.1028
2011-07-12,20y,20.0,4.2979
2011-07-12,30y,30.0,4.4885
2011-07-12,40y,40.0,4.5615
2011-07-12,50y,50.0,4.6216
