,term,term_d,rate
2011-01-19,0d,0.0,2.1445
2011-01-19,1m,0.08,2.6852
2011-01-19,2m,0.17,3.0097
2011-01-19,3m,0.25,2.9906
2011-01-19,6m,0.5,2.9125
2011-01-19,9m,0.75,2.9214
2011-01-19,1y,1.0,3.0017
2011-01-19,2y,2.0,3.1746
2011-01-19,3y,3.0,3.3599
2011-01-19,4y,4.0,3.5139
2011-01-19,5y,5.0,3.623
2011-01-19,6y,6.0,3.7604
2011-01-19,7y,7.0,3.8222
2011-01-19,8y,8.0,3.8616
2011-01-19,9y,9.0,3.9147
2011-01-19,10y,10.0,3.9752
2011-01-19,15y,15.0,4.1342
2011-01-19,20y,20.0,4.2133
2011-01-19,30y,30.0,4.3081
2011-01-19,40y,40.0,4.3601
2011-01-19,50y,50.0,4.425
