,term,term_d,rate
2012-08-20,0d,0.0,2.2971
2012-08-20,1m,0.08,2.3884
2012-08-20,2m,0.17,2.4797
2012-08-20,3m,0.25,2.5662
2012-08-20,6m,0.5,2.6427
2012-08-20,9m,0.75,2.5578
2012-08-20,1y,1.0,2.5216
2012-08-20,2y,2.0,2.7377
2012-08-20,3y,3.0,2.8616
2012-08-20,4y,4.0,2.9159
2012-08-20,5y,5.0,3.0813
2012-08-20,6y,6.0,3.177
2012-08-20,7y,7.0,3.266
2012-08-20,8y,8.0,3.3083
2012-08-20,9y,9.0,3.3366
2012-08-20,10y,10.0,3.3564
2012-08-20,15y,15.0,3.6535
2012-08-20,20y,20.0,3.9188
2012-08-20,30y,30.0,4.1492
2012-08-20,40y,40.0,4.1831
2012-08-20,50y,50.0,4.2466
