,term,term_d,rate
2014-03-14,0d,0.0,0.9832
2014-03-14,1m,0.08,3.011
2014-03-14,2m,0.17,3.0611
2014-03-14,3m,0.25,3.1485
2014-03-14,6m,0.5,3.0881
2014-03-14,9m,0.75,2.8693
2014-03-14,1y,1.0,3.1621
2014-03-14,2y,2.0,3.4772
2014-03-14,3y,3.0,3.6763
2014-03-14,4y,4.0,4.1297
2014-03-14,5y,5.0,4.119
2014-03-14,6y,6.0,4.4091
2014-03-14,7y,7.0,4.3041
2014-03-14,8y,8.0,4.4217
2014-03-14,9y,9.0,4.4268
2014-03-14,10y,10.0,4.4924
2014-03-14,15y,15.0,4.7179
2014-03-14,20y,20.0,4.9510000000000005
2014-03-14,30y,30.0,5.0595
2014-03-14,40y,40.0,5.1322
2014-03-14,50y,50.0,5.1864
