,term,term_d,rate
2013-06-06,0d,0.0,5.1984
2013-06-06,1m,0.08,3.7637
2013-06-06,2m,0.17,2.8716
2013-06-06,3m,0.25,2.9344
2013-06-06,6m,0.5,2.9461
2013-06-06,9m,0.75,2.9399
2013-06-06,1y,1.0,2.9362
2013-06-06,2y,2.0,3.1049
2013-06-06,3y,3.0,3.1111
2013-06-06,4y,4.0,3.1829
2013-06-06,5y,5.0,3.2097
2013-06-06,6y,6.0,3.3895
2013-06-06,7y,7.0,3.4003
2013-06-06,8y,8.0,3.4098
2013-06-06,9y,9.0,3.4576
2013-06-06,10y,10.0,3.4651
2013-06-06,15y,15.0,3.7243
2013-06-06,20y,20.0,3.9739999999999998
2013-06-06,30y,30.0,4.1221
2013-06-06,40y,40.0,4.2007
2013-06-06,50y,50.0,4.2538
