,term,term_d,rate
2013-03-18,0d,0.0,1.7386
2013-03-18,1m,0.08,2.3366
2013-03-18,2m,0.17,2.7032
2013-03-18,3m,0.25,2.7097
2013-03-18,6m,0.5,2.7152
2013-03-18,9m,0.75,2.7152
2013-03-18,1y,1.0,2.7594
2013-03-18,2y,2.0,3.0539
2013-03-18,3y,3.0,3.1075
2013-03-18,4y,4.0,3.2723
2013-03-18,5y,5.0,3.2983
2013-03-18,6y,6.0,3.4622
2013-03-18,7y,7.0,3.4879
2013-03-18,8y,8.0,3.5304
2013-03-18,9y,9.0,3.5699
2013-03-18,10y,10.0,3.5971
2013-03-18,15y,15.0,3.8612
2013-03-18,20y,20.0,4.1093
2013-03-18,30y,30.0,4.2053
2013-03-18,40y,40.0,4.2864
2013-03-18,50y,50.0,4.3471
