,term,term_d,rate
2013-05-10,0d,0.0,1.5864
2013-05-10,1m,0.08,2.5827
2013-05-10,2m,0.17,2.662
2013-05-10,3m,0.25,2.6612
2013-05-10,6m,0.5,2.7095
2013-05-10,9m,0.75,2.8299
2013-05-10,1y,1.0,2.8305
2013-05-10,2y,2.0,2.9865
2013-05-10,3y,3.0,3.0375
2013-05-10,4y,4.0,3.0948
2013-05-10,5y,5.0,3.1003
2013-05-10,6y,6.0,3.3153
2013-05-10,7y,7.0,3.3253
2013-05-10,8y,8.0,3.3688
2013-05-10,9y,9.0,3.4198
2013-05-10,10y,10.0,3.4212
2013-05-10,15y,15.0,3.7692
2013-05-10,20y,20.0,4.0132
2013-05-10,30y,30.0,4.1673
2013-05-10,40y,40.0,4.2459
2013-05-10,50y,50.0,4.3265
